ONSConstID,bfb_Seat,bfb_Con,bfb_Lab,bfb_LibDem,bfb_Green,bfb_BXP,bfb_Plaid,bfb_Other,bfb_Reco
E14001022,Waveney,0.396462019,0.204994797,0.166493236,0.067637877,0.138397503,NA,0.026014568,Lab
E14001023,Wealden,0.422902494,0.103174603,0.227891157,0.081632653,0.136054422,NA,0.028344671,Lib Dem
E14001024,Weaver Vale,0.35577798,0.331210191,0.123748863,0.065514104,0.10100091,NA,0.022747953,Lab
E14001025,Wellingborough,0.426059979,0.215098242,0.140641158,0.042399173,0.149948294,NA,0.025853154,Lab
E14001026,Wells,0.389117043,0.088295688,0.341889117,0.040041068,0.114989733,NA,0.025667351,Lib Dem
E14001027,Welwyn Hatfield,0.358318099,0.221206581,0.200182815,0.067641682,0.129798903,NA,0.02285192,Lab
E14001028,Wentworth and Dearne,0.260299626,0.36423221,0.110486891,0.053370787,0.188202247,NA,0.02340824,Lab
E14001029,West Bromwich East,0.297574627,0.345149254,0.105410448,0.049440299,0.179104478,NA,0.023320896,Lab
E14001030,West Bromwich West,0.317173377,0.335250616,0.075595727,0.046836483,0.204601479,NA,0.020542317,Lab
E14001031,West Dorset,0.41948718,0.101538462,0.292307692,0.061538462,0.099487179,NA,0.025641026,Lib Dem
E14001032,West Ham,0.164835165,0.509615385,0.115384615,0.06043956,0.115384615,NA,0.034340659,Lab
E14001033,West Lancashire,0.305641026,0.380512821,0.10974359,0.056410256,0.122051282,NA,0.025641026,Lab
E14001034,West Suffolk,0.452546296,0.165509259,0.143518519,0.070601852,0.138888889,NA,0.028935185,Lab
E14001035,West Worcestershire,0.462414579,0.120728929,0.218678816,0.075170843,0.09453303,NA,0.028473804,Lib Dem
E14001036,Westminster North,0.290942361,0.356816103,0.212259835,0.06221409,0.054894785,NA,0.022872827,Lab
E14001037,Westmorland and Lonsdale,0.348314607,0.065372829,0.42185904,0.049029622,0.08988764,NA,0.025536261,Lib Dem
E14001038,Weston-Super-Mare,0.38208033,0.173017508,0.234809475,0.053553038,0.130792997,NA,0.025746653,Lib Dem
E14001039,Wigan,0.258031088,0.398963731,0.102590674,0.050777202,0.16373057,NA,0.025906736,Lab
E14001040,Wimbledon,0.358834244,0.211293261,0.295081967,0.061930783,0.050091075,NA,0.02276867,Lib Dem
E14001041,Winchester,0.389570552,0.072597137,0.393660532,0.053169734,0.065439673,NA,0.025562372,Lib Dem
E14001042,Windsor,0.431972789,0.117913832,0.266439909,0.06122449,0.094104308,NA,0.028344671,Lib Dem
E14001043,Wirral South,0.309024613,0.345487694,0.176845944,0.061075661,0.084776664,NA,0.022789426,Lab
E14001044,Wirral West,0.343039127,0.324840764,0.171064604,0.04822566,0.090081893,NA,0.022747953,Lab
E14001045,Witham,0.433940775,0.137813212,0.185649203,0.074031891,0.140091116,NA,0.028473804,Lib Dem
E14001046,Witney,0.406762295,0.111680328,0.274590164,0.070696721,0.110655738,NA,0.025614754,Lib Dem
E14001047,Woking,0.398974359,0.132307692,0.293333333,0.056410256,0.093333333,NA,0.025641026,Lib Dem
E14001048,Wokingham,0.402251791,0.131013306,0.287615148,0.069600819,0.083930399,NA,0.025588536,Lib Dem
E14001049,Wolverhampton North East,0.328096118,0.342883549,0.082255083,0.050831793,0.172828096,NA,0.02310536,Lab
E14001050,Wolverhampton South East,0.291099476,0.393717278,0.059685864,0.041884817,0.187434555,NA,0.02617801,Lab
E14001051,Wolverhampton South West,0.340366973,0.294495413,0.117431193,0.090825688,0.133944954,NA,0.02293578,Lab
E14001052,Worcester,0.392746114,0.260103627,0.14507772,0.064248705,0.111917098,NA,0.025906736,Lab
E14001053,Workington,0.334558824,0.307904412,0.117647059,0.038602941,0.178308824,NA,0.022977941,Lab
E14001054,Worsley and Eccles South,0.311294766,0.346189164,0.112947658,0.06795225,0.138659321,NA,0.022956841,Lab
E14001055,Worthing West,0.428246014,0.160592255,0.216400911,0.062642369,0.103644647,NA,0.028473804,Lib Dem
E14001056,Wycombe,0.368469294,0.22456462,0.206232814,0.06416132,0.113657195,NA,0.022914757,Lab
E14001057,Wyre and Preston North,0.447219069,0.187287174,0.174801362,0.05107832,0.11123723,NA,0.028376844,Lab
E14001058,Wyre Forest,0.428243398,0.197474168,0.127439725,0.063145809,0.15499426,NA,0.028702641,Lab
E14001059,Wythenshawe and Sale East,0.231958763,0.407216495,0.154639175,0.057731959,0.122680412,NA,0.025773196,Lab
E14001060,Yeovil,0.411157025,0.089876033,0.294421488,0.037190083,0.141528926,NA,0.025826446,Lib Dem
E14001061,York Central,0.258241758,0.368131868,0.201465202,0.073260073,0.076007326,NA,0.022893773,Lab
E14001062,York Outer,0.384458078,0.165644172,0.266871166,0.069529652,0.08793456,NA,0.025562372,Lib Dem
W07000041,Ynys Môn,0.228538283,0.224477958,0.120649652,0.052784223,0.136890951,0.222737819,0.013921114,Lab
W07000042,Delyn,0.342201835,0.263302752,0.114678899,0.040366972,0.118348624,0.099082569,0.022018349,Lab
W07000043,Alyn and Deeside,0.316895715,0.274858529,0.124494745,0.041228779,0.139854487,0.083265966,0.019401779,Lab
W07000044,Wrexham,0.331719128,0.266343826,0.128329298,0.03551251,0.137207425,0.081517353,0.01937046,Lab
W07000045,Llanelli,0.202637058,0.286606523,0.091603053,0.042331714,0.170714781,0.18945177,0.016655101,Lab
W07000046,Gower,0.322916667,0.243589744,0.170673077,0.051282051,0.106570513,0.085737179,0.019230769,Lab
W07000047,Swansea West,0.248192771,0.318072289,0.173493976,0.059437751,0.094779116,0.086746988,0.019277108,Lab
W07000048,Swansea East,0.215668203,0.337327189,0.117050691,0.051612903,0.161290323,0.094930876,0.022119816,Lab
W07000049,Aberavon,0.200185357,0.358665431,0.094531974,0.037071362,0.16218721,0.125115848,0.022242817,Lab
W07000050,Cardiff Central,0.180722892,0.305220884,0.274698795,0.06746988,0.053815261,0.098795181,0.019277108,Lab
W07000051,Cardiff North,0.324193548,0.229032258,0.204032258,0.054032258,0.073387097,0.106451613,0.008870968,Lab
W07000052,Rhondda,0.136744186,0.344186047,0.081860465,0.040930233,0.167441861,0.206511628,0.022325581,Lab
W07000053,Torfaen,0.226645004,0.292445167,0.132412673,0.047116166,0.197400487,0.084484159,0.019496344,Lab
W07000054,Monmouth,0.401025641,0.187692308,0.186666667,0.052307692,0.096410256,0.051282051,0.024615385,Lab
W07000055,Newport East,0.290008124,0.296506905,0.111291633,0.038992689,0.135662063,0.108042242,0.019496344,Lab
W07000056,Newport West,0.303225807,0.279032258,0.143548387,0.045967742,0.118548387,0.090322581,0.019354839,Lab
W07000057,Arfon,0.15995397,0.18296893,0.075949367,0.060989643,0.060989643,0.431530495,0.027617952,Plaid
W07000058,Aberconwy,0.308988764,0.221508828,0.182985554,0.048956661,0.111556982,0.106741573,0.019261637,Lab
W07000059,Clwyd West,0.361213235,0.219669118,0.147058824,0.040441176,0.104779412,0.104779412,0.022058824,Lab
W07000060,Vale of Clwyd,0.315156375,0.266238974,0.140336808,0.044907779,0.139534884,0.07457899,0.019246191,Lab
W07000061,Dwyfor Meirionnydd,0.256493507,0.116883117,0.076298701,0.078733766,0.125,0.32711039,0.019480519,Plaid
W07000062,Clwyd South,0.313821138,0.281300813,0.12195122,0.038211382,0.129268293,0.095934959,0.019512195,Lab
W07000063,Montgomeryshire,0.375,0.088235294,0.265625,0.048713235,0.127757353,0.072610294,0.022058824,Lib Dem
W07000064,Ceredigion,0.179186768,0.106822881,0.271536871,0.05720193,0.108201241,0.260509993,0.016540317,Plaid
W07000065,Preseli Pembrokeshire,0.335793358,0.223247233,0.137453875,0.039667897,0.126383764,0.115313653,0.022140221,Lab
W07000066,Carmarthen West and South Pembrokeshire,0.339761249,0.18640955,0.164370983,0.046831956,0.127640037,0.112947658,0.022038567,Lab
W07000067,Carmarthen East and Dinefwr,0.234860884,0.160392799,0.064648118,0.062193126,0.140752864,0.317512275,0.019639935,Plaid
W07000068,Brecon and Radnorshire,0.37694419,0.093321134,0.300091491,0.041171089,0.108874657,0.057639524,0.021957914,Lib Dem
W07000069,Neath,0.186705202,0.235260116,0.126011561,0.069364162,0.168208093,0.200578035,0.013872832,Lab
W07000070,Cynon Valley,0.191714054,0.32981316,0.091795288,0.047928513,0.155970756,0.163281885,0.019496344,Lab
W07000071,Merthyr Tydfil and Rhymney,0.172054223,0.409801877,0.096976017,0.042752868,0.150156413,0.103232534,0.025026069,Lab
W07000072,Blaenau Gwent,0.179719703,0.338004946,0.084089035,0.036273702,0.169002473,0.173124485,0.019785655,Lab
W07000073,Bridgend,0.283623693,0.269686411,0.124738676,0.041114983,0.135888502,0.128222997,0.016724739,Lab
W07000074,Ogmore,0.218211649,0.320754717,0.118949959,0.051681706,0.151763741,0.118949959,0.019688269,Lab
W07000075,Pontypridd,0.22037422,0.268884269,0.148995149,0.051282051,0.131670132,0.162162162,0.016632017,Lab
W07000076,Caerphilly,0.222689076,0.287815126,0.130252101,0.054621849,0.143557423,0.144257703,0.016806723,Lab
W07000077,Islwyn,0.240392478,0.327064595,0.134096484,0.039247751,0.154538021,0.085036795,0.019623876,Lab
W07000078,Vale of Glamorgan,0.335786569,0.244710212,0.139834407,0.044158234,0.114075437,0.099356026,0.022079117,Lab
W07000079,Cardiff West,0.24137931,0.28137931,0.132413793,0.057241379,0.1,0.171034483,0.016551724,Lab
W07000080,Cardiff South and Penarth,0.245179063,0.339761249,0.143250689,0.050505051,0.092745638,0.106519743,0.022038567,Lab
