ONSConstID,bfb_Seat,bfb_Con,bfb_Lab,bfb_LibDem,bfb_Green,bfb_BXP,bfb_Plaid,bfb_Other,bfb_Reco
E14000776,Lancaster and Fleetwood,0.330601093,0.316939891,0.12295082,0.091985428,0.114754098,NA,0.02276867,Lab
E14000777,Leeds Central,0.210586882,0.444188723,0.130034522,0.065592635,0.120828539,NA,0.0287687,Lab
E14000778,Leeds East,0.269791667,0.404166667,0.101041667,0.052083333,0.146875,NA,0.026041667,Lab
E14000779,Leeds North East,0.263494968,0.37694419,0.205855444,0.054894785,0.075937786,NA,0.022872827,Lab
E14000780,Leeds North West,0.191598361,0.240778689,0.388319672,0.080942623,0.072745902,NA,0.025614754,LibLab
E14000781,Leeds West,0.230769231,0.363299351,0.136237257,0.080630213,0.165894347,NA,0.023169601,Lab
E14000783,Leicester South,0.227086183,0.474692203,0.112175103,0.077975376,0.073871409,NA,0.034199726,Lab
E14000784,Leicester West,0.230366492,0.407329843,0.112041885,0.065968586,0.158115183,NA,0.02617801,Lab
E14000785,Leigh,0.263327948,0.329563813,0.115508885,0.046042003,0.22536349,NA,0.020193861,Lab
E14000786,Lewes,0.364380757,0.076765609,0.387922211,0.046059365,0.099283521,NA,0.025588536,Lib Dem
E14000787,Lewisham East,0.202479339,0.399793388,0.241735537,0.05785124,0.07231405,NA,0.025826446,Lab
E14000788,Lewisham West and Penge,0.18956044,0.351648352,0.249084249,0.101648352,0.085164835,NA,0.022893773,Lab
E14000789,"Lewisham, Deptford",0.14500684,0.503419973,0.209302326,0.062927497,0.045143639,NA,0.034199726,Lab
E14000790,Leyton and Wanstead,0.20431328,0.426787741,0.198637912,0.069239501,0.072644722,NA,0.028376844,Lab
E14000791,Lichfield,0.482336957,0.152173913,0.188858696,0.054347826,0.088315217,NA,0.033967391,Lib Dem
E14000792,Lincoln,0.334254144,0.298342541,0.128913444,0.064456722,0.151012891,NA,0.023020258,Lab
E14000793,"Liverpool, Riverside",0.091772152,0.57278481,0.137658228,0.079113924,0.079113924,NA,0.039556962,Lab
E14000794,"Liverpool, Walton",0.102728732,0.58105939,0.107544141,0.052969502,0.115569823,NA,0.040128411,Lab
E14000795,"Liverpool, Wavertree",0.143638851,0.532147743,0.164158687,0.056087551,0.069767442,NA,0.034199726,Lab
E14000796,"Liverpool, West Derby",0.144244105,0.571428571,0.094313454,0.052704577,0.102635229,NA,0.034674064,Lab
E14000797,Loughborough,0.394845361,0.239175258,0.184536083,0.058762887,0.096907216,NA,0.025773196,Lab
E14000798,Louth and Horncastle,0.493150685,0.146575343,0.134246575,0.049315068,0.142465753,NA,0.034246575,Lab
E14000799,Ludlow,0.426787741,0.112372304,0.234960272,0.063564132,0.133938706,NA,0.028376844,Lib Dem
E14000800,Luton North,0.253608247,0.416494845,0.124742268,0.04742268,0.131958763,NA,0.025773196,Lab
E14000801,Luton South,0.279411765,0.367647059,0.145220588,0.063419118,0.121323529,NA,0.022977941,Lab
E14000802,Macclesfield,0.380804954,0.202270382,0.226006192,0.057791538,0.107327141,NA,0.025799794,Lib Dem
E14000803,Maidenhead,0.461363636,0.115909091,0.238636364,0.067045455,0.088636364,NA,0.028409091,Lib Dem
E14000804,Maidstone and The Weald,0.395277207,0.125256674,0.237166324,0.066735113,0.149897331,NA,0.025667351,Lib Dem
E14000805,Makerfield,0.298130841,0.343925234,0.114018692,0.063551402,0.157009346,NA,0.023364486,Lab
E14000806,Maldon,0.472063854,0.122006842,0.15963512,0.052451539,0.165336374,NA,0.028506271,Lib Dem
E14000807,Manchester Central,0.144808743,0.49726776,0.146174863,0.105191257,0.072404372,NA,0.034153005,Lab
E14000808,"Manchester, Gorton",0.108484006,0.493741307,0.171070932,0.098748261,0.093184979,NA,0.034770515,Lab
E14000809,"Manchester, Withington",0.133470226,0.421971253,0.289527721,0.078028747,0.051334702,NA,0.025667351,Lab
E14000810,Mansfield,0.410602911,0.24948025,0.097713098,0.06029106,0.155925156,NA,0.025987526,Lab
E14000811,Meon Valley,0.468785471,0.096481271,0.230419977,0.064699205,0.11123723,NA,0.028376844,Lib Dem
E14000812,Meriden,0.476060192,0.161422709,0.140902873,0.069767442,0.117647059,NA,0.034199726,Lab
E14000813,Mid Bedfordshire,0.395277207,0.146817249,0.233059548,0.058521561,0.140657084,NA,0.025667351,Lib Dem
E14000814,Mid Derbyshire,0.429874572,0.1995439,0.174458381,0.051311288,0.116305587,NA,0.028506271,Lab
E14000815,Mid Dorset and North Poole,0.459704881,0.078320091,0.276958002,0.035187287,0.121452894,NA,0.028376844,Lib Dem
E14000816,Mid Norfolk,0.402263375,0.152263375,0.21090535,0.072016461,0.136831276,NA,0.025720165,Lib Dem
E14000817,Mid Sussex,0.389516958,0.132579651,0.288797533,0.063720452,0.099691675,NA,0.025693731,Lib Dem
E14000818,Mid Worcestershire,0.469178082,0.138127854,0.163242009,0.058219178,0.142694064,NA,0.028538813,Lib Dem
E14000819,Middlesbrough,0.251724138,0.450574713,0.067816092,0.049425287,0.151724138,NA,0.028735632,Lab
E14000820,Middlesbrough South and East Cleveland,0.356751825,0.27919708,0.130474453,0.064781022,0.145985402,NA,0.022810219,Lab
E14000821,Milton Keynes North,0.353747715,0.273308958,0.182815357,0.058500914,0.108775137,NA,0.02285192,Lab
E14000822,Milton Keynes South,0.340347667,0.264409881,0.191216834,0.052150046,0.129002745,NA,0.022872827,Lab
E14000823,Mitcham and Morden,0.216855087,0.388489209,0.209660843,0.046248715,0.113052415,NA,0.025693731,Lab
E14000824,Mole Valley,0.455479452,0.085616438,0.276255708,0.057077626,0.105022831,NA,0.020547945,Lib Dem
E14000825,Morecambe and Lunesdale,0.363553114,0.260989011,0.152930403,0.053113553,0.146520147,NA,0.022893773,Lab
E14000826,Morley and Outwood,0.378990731,0.261585994,0.159629248,0.045314109,0.128733265,NA,0.025746653,Lab
E14000827,New Forest East,0.480325645,0.108548168,0.21302578,0.062415197,0.101763908,NA,0.033921303,Lib Dem
E14000828,New Forest West,0.469387755,0.107482993,0.214965986,0.054421769,0.119727891,NA,0.034013605,Lib Dem
E14000829,Newark,0.430523918,0.15261959,0.21070615,0.04214123,0.135535308,NA,0.028473804,Lib Dem
E14000830,Newbury,0.443052392,0.089977221,0.285876993,0.064920273,0.087699317,NA,0.028473804,Lib Dem
E14000831,Newcastle upon Tyne Central,0.218200621,0.420889349,0.139607032,0.063081696,0.132368149,NA,0.025853154,Lab
E14000832,Newcastle upon Tyne East,0.197327852,0.420349435,0.196300103,0.065775951,0.094552929,NA,0.025693731,Lab
E14000833,Newcastle upon Tyne North,0.285598047,0.318144833,0.157038243,0.04719284,0.171684296,NA,0.020341741,Lab
E14000834,Newcastle-under-Lyme,0.390946502,0.265432099,0.127572017,0.067901235,0.122427984,NA,0.025720165,Lab
E14000835,Newton Abbot,0.376138434,0.122040073,0.306010929,0.046448087,0.126593807,NA,0.02276867,Lib Dem
E14000836,"Normanton, Pontefract and Castleford",0.262080262,0.32022932,0.13022113,0.04995905,0.217035217,NA,0.02047502,Lab
E14000837,North Cornwall,0.400822199,0.08016444,0.324768756,0.039054471,0.129496403,NA,0.025693731,Lib Dem
E14000838,North Devon,0.358455882,0.09375,0.340073529,0.045955882,0.138786765,NA,0.022977941,Lib Dem
E14000839,North Dorset,0.433295325,0.10604333,0.249714937,0.051311288,0.131128848,NA,0.028506271,Lib Dem
E14000840,North Durham,0.247926267,0.341935484,0.135483871,0.052534562,0.199078341,NA,0.023041475,Lab
E14000841,North East Bedfordshire,0.432155074,0.163055872,0.189281642,0.051311288,0.135689852,NA,0.028506271,Lib Dem
E14000842,North East Cambridgeshire,0.479395604,0.131868132,0.142857143,0.052197802,0.159340659,NA,0.034340659,Lib Dem
E14000843,North East Derbyshire,0.386199794,0.242018538,0.159629248,0.047373841,0.139031926,NA,0.025746653,Lab
E14000844,North East Hampshire,0.447219069,0.097616345,0.274687855,0.053348468,0.098751419,NA,0.028376844,Lib Dem
E14000845,North East Hertfordshire,0.447098976,0.160409556,0.19112628,0.07963595,0.093287827,NA,0.028441411,Lib Dem
E14000846,North East Somerset,0.413333333,0.176410256,0.232820513,0.067692308,0.084102564,NA,0.025641026,Lib Dem
E14000847,North Herefordshire,0.431171786,0.104664391,0.20705347,0.072810011,0.155858931,NA,0.028441411,Lib Dem
E14000848,North Norfolk,0.302658487,0.066462168,0.393660532,0.042944785,0.168711656,NA,0.025562372,Lib Dem
E14000849,North Shropshire,0.423863636,0.181818182,0.161363636,0.051136364,0.153409091,NA,0.028409091,Lab
E14000850,North Somerset,0.386929461,0.153526971,0.267634855,0.052904564,0.113070539,NA,0.02593361,Lib Dem
E14000851,North Swindon,0.406411582,0.225439504,0.166494312,0.050672182,0.125129266,NA,0.025853154,Lab
E14000852,North Thanet,0.428082192,0.207762557,0.123287671,0.071917808,0.140410959,NA,0.028538813,Lab
E14000853,North Tyneside,0.259793814,0.405154639,0.111340206,0.048453608,0.149484536,NA,0.025773196,Lab
E14000854,North Warwickshire,0.413402062,0.202061856,0.122680412,0.057731959,0.178350516,NA,0.025773196,Lab
E14000855,North West Cambridgeshire,0.386831276,0.159465021,0.20781893,0.056584362,0.163580247,NA,0.025720165,Lib Dem
E14000856,North West Durham,0.281451613,0.308064516,0.164516129,0.058064516,0.167741936,NA,0.02016129,Lab
E14000857,North West Hampshire,0.449258837,0.124287343,0.215507412,0.051311288,0.131128848,NA,0.028506271,Lib Dem
E14000858,North West Leicestershire,0.446347032,0.19977169,0.163242009,0.054794521,0.107305936,NA,0.028538813,Lab
E14000859,North West Norfolk,0.431844215,0.194730813,0.130584192,0.04696449,0.167239404,NA,0.028636884,Lab
E14000860,North Wiltshire,0.427758817,0.097838453,0.271899886,0.050056883,0.124004551,NA,0.028441411,Lib Dem
E14000861,Northampton North,0.363468635,0.266605166,0.125461255,0.070110701,0.151291513,NA,0.023062731,Lab
E14000862,Northampton South,0.390495868,0.244834711,0.113636364,0.090909091,0.134297521,NA,0.025826446,Lab
E14000863,Norwich North,0.373052246,0.274060495,0.137488543,0.058661778,0.133822182,NA,0.022914757,Lab
E14000864,Norwich South,0.259799453,0.363719234,0.172288058,0.095715588,0.085688241,NA,0.022789426,Lab
E14000865,Nottingham East,0.190585534,0.447761194,0.14695752,0.082663605,0.103329506,NA,0.028702641,Lab
E14000866,Nottingham North,0.247916667,0.410416667,0.082291667,0.058333333,0.175,NA,0.026041667,Lab
E14000867,Nottingham South,0.255514706,0.374080882,0.143382353,0.102941177,0.101102941,NA,0.022977941,Lab
E14000868,Nuneaton,0.418918919,0.243243243,0.107068607,0.06964657,0.135135135,NA,0.025987526,Lab
E14000869,Old Bexley and Sidcup,0.41563786,0.158436214,0.157407407,0.051440329,0.191358025,NA,0.025720165,Lab
E14000870,Oldham East and Saddleworth,0.308118081,0.337638376,0.11900369,0.04797048,0.164206642,NA,0.023062731,Lab
E14000871,Oldham West and Royton,0.218068536,0.396677051,0.113187954,0.067497404,0.178608515,NA,0.02596054,Lab
E14000872,Orpington,0.464772727,0.134090909,0.181818182,0.057954545,0.132954546,NA,0.028409091,Lib Dem
E14000873,Oxford East,0.186642269,0.374199451,0.210430009,0.140896615,0.064958829,NA,0.022872827,Lab
E14000874,Oxford West and Abingdon,0.306469921,0.074914869,0.442678774,0.066969353,0.080590238,NA,0.028376844,Lib Dem
E14000875,Pendle,0.350230415,0.310599078,0.117050691,0.036866359,0.162211982,NA,0.023041475,Lab
E14000876,Penistone and Stocksbridge,0.362465501,0.241030359,0.157313708,0.058877645,0.157313708,NA,0.02299908,Lab
E14000877,Penrith and The Border,0.443686007,0.138794084,0.187713311,0.067121729,0.134243459,NA,0.028441411,Lib Dem
E14000878,Peterborough,0.342465753,0.280365297,0.134246575,0.060273973,0.159817352,NA,0.02283105,Lab
E14000879,"Plymouth, Moor View",0.404145078,0.232124352,0.14507772,0.047668394,0.14507772,NA,0.025906736,Lab
E14000880,"Plymouth, Sutton and Devonport",0.325262308,0.312348668,0.143664245,0.083131558,0.115415658,NA,0.020177563,Lab
E14000881,Poole,0.418219462,0.161490683,0.200828157,0.061076605,0.132505176,NA,0.025879917,Lib Dem
E14000882,Poplar and Limehouse,0.197710718,0.404786681,0.233090531,0.065556712,0.072840791,NA,0.026014568,Lab
E14000883,Portsmouth North,0.409044193,0.18705036,0.169578623,0.054470709,0.154162384,NA,0.025693731,Lab
E14000884,Portsmouth South,0.301446945,0.246784566,0.216237942,0.095659164,0.11977492,NA,0.020096463,Lab
E14000885,Preston,0.222477064,0.447247706,0.100917431,0.073394495,0.127293578,NA,0.028669725,Lab
E14000886,Pudsey,0.359705612,0.256669733,0.205151794,0.057037718,0.098436063,NA,0.02299908,Lab
E14000887,Putney,0.351277372,0.22080292,0.27189781,0.086678832,0.046532847,NA,0.022810219,Lib Dem
E14000888,Rayleigh and Wickford,0.485714286,0.126530612,0.149659864,0.047619048,0.156462585,NA,0.034013605,Lib Dem
E14000889,Reading East,0.326953748,0.282296651,0.223285486,0.080542265,0.066985646,NA,0.019936204,Lab
E14000890,Reading West,0.371115174,0.244972578,0.192870201,0.07678245,0.091407678,NA,0.02285192,Lab
E14000891,Redcar,0.280847146,0.348987109,0.109576427,0.046040516,0.191528545,NA,0.023020258,Lab
E14000892,Redditch,0.39978903,0.20886076,0.114978903,0.075949367,0.174050633,NA,0.026371308,Lab
E14000893,Reigate,0.408811475,0.12192623,0.276639344,0.073770492,0.093237705,NA,0.025614754,Lib Dem
E14000894,Ribble Valley,0.391794872,0.205128205,0.164102564,0.056410256,0.156923077,NA,0.025641026,Lab
E14000895,Richmond (Yorks),0.435428571,0.129142857,0.192,0.085714286,0.129142857,NA,0.028571429,Lib Dem
E14000896,Richmond Park,0.332421341,0.064295486,0.488372093,0.036935705,0.053351573,NA,0.024623803,Lib Dem
E14000897,Rochdale,0.225337487,0.400830737,0.138110073,0.053997923,0.15576324,NA,0.02596054,Lab
E14000898,Rochester and Strood,0.408668731,0.21878225,0.140350877,0.061919505,0.144478844,NA,0.025799794,Lab
E14000899,Rochford and Southend East,0.397703549,0.240083507,0.150313152,0.053235908,0.13256785,NA,0.026096033,Lab
E14000900,Romford,0.455899198,0.179839633,0.116838488,0.053837343,0.164948454,NA,0.028636884,Lab
E14000901,Romsey and Southampton North,0.417008197,0.108606557,0.299180328,0.058401639,0.091188525,NA,0.025614754,Lib Dem
E14000902,Rossendale and Darwen,0.380020597,0.255406797,0.140061792,0.067971164,0.130792997,NA,0.025746653,Lab
E14000903,Rother Valley,0.330097087,0.24433657,0.148867314,0.055825243,0.200647249,NA,0.020226537,Lab
E14000904,Rotherham,0.232098765,0.327572017,0.115226337,0.051851852,0.252674897,NA,0.020576132,Lab
E14000905,Rugby,0.381930185,0.211498973,0.163244353,0.071868583,0.145790554,NA,0.025667351,Lab
E14000906,"Ruislip, Northwood and Pinner",0.410860656,0.171106557,0.216188525,0.057377049,0.118852459,NA,0.025614754,Lib Dem
E14000908,Rushcliffe,0.350091408,0.193784278,0.258683729,0.065813528,0.108775137,NA,0.02285192,Lib Dem
E14000909,Rutland and Melton,0.480874317,0.1215847,0.18989071,0.06557377,0.107923497,NA,0.034153005,Lib Dem
E14000910,Saffron Walden,0.386666667,0.10974359,0.244102564,0.064615385,0.169230769,NA,0.025641026,Lib Dem
E14000911,Salford and Eccles,0.247401247,0.424116424,0.096673597,0.084199584,0.121621622,NA,0.025987526,Lab
E14000912,Salisbury,0.39979445,0.137718397,0.250770812,0.057553957,0.128468654,NA,0.025693731,Lib Dem
E14000913,Scarborough and Whitby,0.360110803,0.228993537,0.113573407,0.082179132,0.192059095,NA,0.023084026,Lab
E14000914,Scunthorpe,0.356215213,0.30890538,0.077922078,0.060296846,0.173469388,NA,0.023191095,Lab
E14000915,Sedgefield,0.341306348,0.308187673,0.121435143,0.046918123,0.159153634,NA,0.02299908,Lab
E14000916,Sefton Central,0.253838281,0.389969294,0.170931423,0.057318321,0.102354145,NA,0.025588536,Lab
E14000917,Selby and Ainsty,0.423432682,0.188078109,0.174717369,0.054470709,0.1336074,NA,0.025693731,Lab
E14000918,Sevenoaks,0.422564103,0.123076923,0.202051282,0.071794872,0.154871795,NA,0.025641026,Lib Dem
E14000919,Sheffield Central,0.15376677,0.401444788,0.2249742,0.116615067,0.077399381,NA,0.025799794,Lab
E14000920,Sheffield South East,0.25346901,0.335800185,0.140610546,0.058279371,0.188714154,NA,0.023126735,Lab
E14000921,"Sheffield, Brightside and Hillsborough",0.197905759,0.411518325,0.107853403,0.07434555,0.182198953,NA,0.02617801,Lab
E14000922,"Sheffield, Hallam",0.206543967,0.191206544,0.394683027,0.096114519,0.085889571,NA,0.025562372,Lib Dem
E14000923,"Sheffield, Heeley",0.254847645,0.350877193,0.162511542,0.0710988,0.137580794,NA,0.023084026,Lab
E14000924,Sherwood,0.426773455,0.251716247,0.110983982,0.052631579,0.129290618,NA,0.028604119,Lab
E14000925,Shipley,0.392967942,0.244053775,0.183040331,0.047569804,0.106514995,NA,0.025853154,Lab
E14000926,Shrewsbury and Atcham,0.366300366,0.208791209,0.205128205,0.057692308,0.139194139,NA,0.022893773,Lab
E14000927,Sittingbourne and Sheppey,0.390804598,0.182863114,0.146290491,0.062695925,0.191222571,NA,0.026123302,Lab
E14000928,Skipton and Ripon,0.439497717,0.132420091,0.188356164,0.092465753,0.118721461,NA,0.028538813,Lib Dem
E14000929,Sleaford and North Hykeham,0.448394495,0.145642202,0.176605505,0.058486239,0.142201835,NA,0.028669725,Lib Dem
E14000930,Slough,0.250919118,0.375919118,0.148897059,0.070772059,0.130514706,NA,0.022977941,Lab
E14000931,Solihull,0.45890411,0.141552511,0.211187215,0.063926941,0.095890411,NA,0.028538813,Lib Dem
E14000932,Somerton and Frome,0.404517454,0.105749487,0.284394251,0.065708419,0.113963039,NA,0.025667351,Lib Dem
E14000933,South Basildon and East Thurrock,0.388601036,0.194818653,0.10880829,0.061139896,0.220725389,NA,0.025906736,Lab
E14000934,South Cambridgeshire,0.375227687,0.142076503,0.312386157,0.075591985,0.071948998,NA,0.02276867,Lib Dem
E14000935,South Derbyshire,0.473019518,0.20206659,0.132032147,0.048220436,0.115958668,NA,0.028702641,Lab
E14000936,South Dorset,0.399383984,0.194045175,0.169404518,0.063655031,0.147843943,NA,0.025667351,Lab
E14000937,South East Cambridgeshire,0.371011851,0.155879672,0.287146764,0.061075661,0.102096627,NA,0.022789426,Lib Dem
E14000938,South East Cornwall,0.383196721,0.132172131,0.260245902,0.049180328,0.149590164,NA,0.025614754,Lib Dem
E14000939,South Holland and The Deepings,0.477961433,0.122589532,0.129476584,0.050964187,0.184573003,NA,0.034435262,Lib Dem
E14000940,South Leicestershire,0.470114943,0.152873563,0.177011494,0.051724138,0.11954023,NA,0.028735632,Lib Dem
E14000941,South Norfolk,0.402862986,0.152351738,0.218813906,0.076687117,0.123721881,NA,0.025562372,Lib Dem
E14000942,South Northamptonshire,0.444318182,0.128409091,0.220454546,0.05,0.128409091,NA,0.028409091,Lib Dem
E14000943,South Ribble,0.416238438,0.219938335,0.16032888,0.057553957,0.12024666,NA,0.025693731,Lab
E14000944,South Shields,0.226141079,0.387966805,0.118257261,0.057053942,0.184647303,NA,0.02593361,Lab
E14000945,South Staffordshire,0.518367347,0.134693878,0.11292517,0.073469388,0.126530612,NA,0.034013605,Lab
E14000946,South Suffolk,0.4218107,0.153292181,0.20473251,0.061728395,0.132716049,NA,0.025720165,Lib Dem
E14000947,South Swindon,0.367309458,0.269972452,0.189164371,0.04775023,0.102846648,NA,0.022956841,Lab
E14000948,South Thanet,0.35483871,0.213824885,0.135483871,0.074654378,0.198156682,NA,0.023041475,Lab
E14000949,South West Bedfordshire,0.405960946,0.188078109,0.198355601,0.057553957,0.124357657,NA,0.025693731,Lib Dem
E14000950,South West Devon,0.438636364,0.173863636,0.180681818,0.05,0.128409091,NA,0.028409091,Lib Dem
E14000952,South West Norfolk,0.48696845,0.153635117,0.130315501,0.04526749,0.14951989,NA,0.034293553,Lab
E14000953,South West Surrey,0.424468085,0.078723404,0.306382979,0.059574468,0.104255319,NA,0.026595745,Lib Dem
E14000954,South West Wiltshire,0.454753723,0.150057274,0.199312715,0.054982818,0.112256587,NA,0.028636884,Lib Dem
E14000955,"Southampton, Itchen",0.350553506,0.269372694,0.128228782,0.085793358,0.14298893,NA,0.023062731,Lab
E14000956,"Southampton, Test",0.272309108,0.367065317,0.159153634,0.073597056,0.104875805,NA,0.02299908,Lab
E14000957,Southend West,0.425619835,0.188016529,0.178719008,0.059917355,0.121900826,NA,0.025826446,Lab
E14000958,Southport,0.288338658,0.206070288,0.274760383,0.075079872,0.135782748,NA,0.019968051,Lib Dem
E14000959,Spelthorne,0.401025641,0.151794872,0.207179487,0.059487179,0.154871795,NA,0.025641026,Lib Dem
E14000960,St Albans,0.312563841,0.121552605,0.409601634,0.055158325,0.075587334,NA,0.025536261,Lib Dem
E14000961,St Austell and Newquay,0.357404022,0.168190128,0.221206581,0.046617916,0.183729433,NA,0.02285192,Lib Dem
E14000962,St Helens North,0.248197734,0.407826983,0.107106076,0.057672503,0.153450052,NA,0.025746653,Lab
E14000963,St Helens South and Whiston,0.230769231,0.455797933,0.11021814,0.059701493,0.114810563,NA,0.028702641,Lab
E14000964,St Ives,0.331622177,0.092402464,0.382956879,0.042094456,0.125256674,NA,0.025667351,Lib Dem
E14000965,Stafford,0.431972789,0.227891157,0.142857143,0.063492063,0.105442177,NA,0.028344671,Lab
E14000966,Staffordshire Moorlands,0.455899198,0.175257732,0.145475372,0.065292096,0.129438717,NA,0.028636884,Lab
E14000967,Stalybridge and Hyde,0.33226066,0.328238134,0.143201931,0.049074819,0.127111826,NA,0.020112631,Lab
E14000968,Stevenage,0.337294333,0.26142596,0.190127971,0.054844607,0.13345521,NA,0.02285192,Lab
E14000969,Stockport,0.246391753,0.387628866,0.167010309,0.057731959,0.115463918,NA,0.025773196,Lab
E14000970,Stockton North,0.309203723,0.387797311,0.080661841,0.045501551,0.15098242,NA,0.025853154,Lab
E14000971,Stockton South,0.356164384,0.283105023,0.119634703,0.056621005,0.161643836,NA,0.02283105,Lab
E14000972,Stoke-on-Trent Central,0.318993507,0.305194805,0.096590909,0.080357143,0.178571429,NA,0.020292208,Lab
E14000973,Stoke-on-Trent North,0.352398524,0.304428044,0.080258303,0.0599631,0.179889299,NA,0.023062731,Lab
E14000974,Stoke-on-Trent South,0.378600823,0.264403292,0.092592593,0.08127572,0.157407407,NA,0.025720165,Lab
E14000975,Stone,0.452272727,0.147727273,0.175,0.063636364,0.132954546,NA,0.028409091,Lib Dem
E14000976,Stourbridge,0.423395445,0.224637681,0.115942029,0.063146998,0.14699793,NA,0.025879917,Lab
E14000977,Stratford-on-Avon,0.455681818,0.117045455,0.232954546,0.054545455,0.111363636,NA,0.028409091,Lib Dem
E14000978,Streatham,0.194318182,0.443181818,0.229545455,0.069318182,0.035227273,NA,0.028409091,Lab
E14000979,Stretford and Urmston,0.227835052,0.41443299,0.144329897,0.069072165,0.118556701,NA,0.025773196,Lab
E14000980,Stroud,0.350364964,0.266423358,0.195255475,0.056569343,0.108576642,NA,0.022810219,Lab
E14000981,Suffolk Coastal,0.417095778,0.160659114,0.198764161,0.071060762,0.126673532,NA,0.025746653,Lib Dem
E14000982,Sunderland Central,0.294165316,0.325769854,0.112641815,0.059967585,0.18719611,NA,0.020259319,Lab
E14000983,Surrey Heath,0.413510747,0.106448311,0.262026612,0.06345957,0.128966223,NA,0.025588536,Lib Dem
E14000984,Sutton and Cheam,0.435227273,0.117045455,0.292045455,0.042045455,0.085227273,NA,0.028409091,Lib Dem
E14000985,Sutton Coldfield,0.45267959,0.168757127,0.185860889,0.063854048,0.100342075,NA,0.028506271,Lib Dem
E14000986,Tamworth,0.472752044,0.196185286,0.117166213,0.040871935,0.138964578,NA,0.034059946,Lab
E14000987,Tatton,0.406988695,0.167523124,0.231243577,0.062692703,0.105858171,NA,0.025693731,Lib Dem
E14000988,Taunton Deane,0.390092879,0.090815273,0.318885449,0.050567595,0.123839009,NA,0.025799794,Lib Dem
E14000989,Telford,0.378830084,0.285051068,0.119777159,0.065923863,0.1272052,NA,0.023212628,Lab
E14000990,Tewkesbury,0.397119342,0.125514403,0.236625514,0.063786008,0.151234568,NA,0.025720165,Lib Dem
E14000991,The Cotswolds,0.417435897,0.107692308,0.295384615,0.054358974,0.099487179,NA,0.025641026,Lib Dem
E14000992,The Wrekin,0.363051471,0.175551471,0.176470588,0.063419118,0.198529412,NA,0.022977941,Lib Dem
E14000993,Thirsk and Malton,0.459862385,0.129587156,0.205275229,0.06766055,0.108944954,NA,0.028669725,Lib Dem
E14000994,Thornbury and Yate,0.381930185,0.080082136,0.345995893,0.051334702,0.114989733,NA,0.025667351,Lib Dem
E14000995,Thurrock,0.333607231,0.255546426,0.112571898,0.052588332,0.225143796,NA,0.020542317,Lab
E14000996,Tiverton and Honiton,0.413580247,0.155349794,0.193415638,0.060699588,0.151234568,NA,0.025720165,Lib Dem
E14000997,Tonbridge and Malling,0.456200228,0.12741752,0.200227531,0.076222981,0.11149033,NA,0.028441411,Lib Dem
E14000998,Tooting,0.254329991,0.340018232,0.247037375,0.082041933,0.053783045,NA,0.022789426,Lab
E14000999,Torbay,0.356553621,0.13015582,0.25939505,0.053162236,0.177818515,NA,0.022914757,Lib Dem
E14001000,Torridge and West Devon,0.403092784,0.127835052,0.251546392,0.049484536,0.142268041,NA,0.025773196,Lib Dem
E14001001,Totnes,0.389344262,0.146516393,0.262295082,0.057377049,0.118852459,NA,0.025614754,Lib Dem
E14001002,Tottenham,0.140518418,0.551159618,0.17462483,0.058663029,0.040927694,NA,0.034106412,Lab
E14001003,Truro and Falmouth,0.354927007,0.210766423,0.255474453,0.063868613,0.092153285,NA,0.022810219,Lib Dem
E14001004,Tunbridge Wells,0.416837782,0.148870637,0.243326489,0.065708419,0.099589322,NA,0.025667351,Lib Dem
E14001005,Twickenham,0.294520548,0.063013699,0.512328767,0.046575342,0.05890411,NA,0.024657534,Lib Dem
E14001006,Tynemouth,0.281910009,0.333333333,0.165289256,0.05785124,0.138659321,NA,0.022956841,Lab
E14001007,Uxbridge and South Ruislip,0.40061792,0.231719876,0.15653965,0.049433574,0.135942328,NA,0.025746653,Lab
E14001008,Vauxhall,0.211397059,0.363970588,0.290441177,0.071691176,0.039522059,NA,0.022977941,Lab
E14001009,Wakefield,0.345050879,0.29787234,0.118408881,0.042553191,0.172987974,NA,0.023126735,Lab
E14001010,Wallasey,0.221461187,0.438356164,0.130136986,0.055936073,0.125570776,NA,0.028538813,Lab
E14001011,Walsall North,0.355226642,0.295097132,0.065679926,0.042553191,0.218316374,NA,0.023126735,Lab
E14001012,Walsall South,0.308247423,0.38556701,0.079381443,0.056701031,0.144329897,NA,0.025773196,Lab
E14001013,Walthamstow,0.145380435,0.504076087,0.173913044,0.065217391,0.077445652,NA,0.033967391,Lab
E14001014,Wansbeck,0.247479377,0.35472044,0.153070578,0.053162236,0.168652612,NA,0.022914757,Lab
E14001015,Wantage,0.385875128,0.151484135,0.285568066,0.055271238,0.096212897,NA,0.025588536,Lib Dem
E14001016,Warley,0.225433526,0.453179191,0.083236994,0.05433526,0.154913295,NA,0.028901734,Lab
E14001017,Warrington North,0.295142072,0.347387718,0.122823098,0.071494042,0.140238314,NA,0.022914757,Lab
E14001018,Warrington South,0.3208,0.2848,0.18,0.0584,0.136,NA,0.02,Lab
E14001019,Warwick and Leamington,0.34121929,0.243858053,0.222020018,0.090991811,0.079162875,NA,0.022747953,Lab
E14001020,Washington and Sunderland West,0.269694161,0.352177943,0.139017609,0.043558851,0.172381835,NA,0.023169601,Lab
E14001021,Watford,0.336996337,0.222527473,0.22985348,0.075091575,0.112637363,NA,0.022893773,Lib Dem
