pcon,lab_pc_17,cons_pc_17,lib_pc_17,refno,Constituency,Estimated Leave proportion,Known result,han_est_leave,Notes,Region,Errors,X10,index_mp,party,name_mp,brexit_vote,rebel,payroll,cabinet,lab_min_con_17,bfb_Seat,bfb_Con,bfb_Lab,bfb_LibDem,bfb_Green,bfb_BXP,bfb_Plaid,bfb_Other,bfb_Reco
E14000701,0.6121787014162596,0.31793237407358516,0.02615648631829068,248,Feltham and Heston,0.5943219614,0.5593200537,0.5593200537,http://www.bbc.co.uk/news/uk-politics-38762034,London,-0.03500190769,NA,391,Lab,Seema Malhotra,Against,No,N,N,0.2942463273426745,Feltham and Heston,0.25847846,0.360219982,0.148487626,0.051329056,0.158570119,NA,0.022914757,Lab
E14000702,0.41712358486844703,0.4997633229458404,0.06019486410792474,251,Filton and Bradley Stoke,0.4797859582,NA,0.4797859582,NA,South West,NA,NA,377,Con,Jack Lopresti,For,No,N,N,-0.08263973807739339,Filton and Bradley Stoke,0.373968836,0.211732356,0.230980752,0.06324473,0.09715857,NA,0.022914757,Lib Dem
E14000703,0.43794979478858453,0.46958098692373773,0.06610670993605039,252,Finchley and Golders Green,0.3091974839,NA,0.3091974839,NA,London,NA,NA,204,Con,Mike Freer,For,No,Y,N,-0.0316311921351532,Finchley and Golders Green,0.36040146,0.250912409,0.261861314,0.053832117,0.050182482,NA,0.022810219,Lib Dem
E14000704,0.28511252653927815,0.5468704883227177,0.07171125265392782,253,Folkestone and Hythe,0.6183552232,NA,0.6183552232,NA,South East,NA,NA,109,Con,Damian Collins,Against,Yes,N,N,-0.2617579617834395,Folkestone and Hythe,0.392783505,0.162886598,0.169072165,0.07628866,0.173195876,NA,0.025773196,Lib Dem
E14000705,0.35918635424111883,0.5427395831321112,0.03919485386443101,254,Forest of Dean,0.5806625702,NA,0.5806625702,NA,South West,NA,NA,263,Con,Mr Mark Harper,Against,Yes,N,N,-0.1835532288909924,Forest of Dean,0.403707518,0.211122554,0.154479918,0.065911432,0.139031926,NA,0.025746653,Lab
E14000706,0.33419415929584434,0.588245421481912,0.05037983945595799,256,Fylde,0.5655708102,NA,0.5655708102,NA,North West,NA,NA,423,Con,Mark Menzies,For,No,N,N,-0.2540512621860676,Fylde,0.404713115,0.193647541,0.167008197,0.054303279,0.154713115,NA,0.025614754,Lab
E14000707,0.28715605250364606,0.6181818181818182,0.07058823529411765,257,Gainsborough,0.6203270159,NA,0.6203270159,NA,East Midlands,NA,NA,360,Con,Sir Edward Leigh,For,No,N,N,-0.3310257656781721,Gainsborough,0.457240593,0.169897377,0.155074116,0.059293044,0.129988598,NA,0.028506271,Lab
E14000708,0.7772317925339113,0.17656290871043684,0.0321923694929188,258,Garston and Halewood,0.4787784551,NA,0.4787784551,NA,North West,NA,NA,170,Lab,Maria Eagle,Against,No,N,N,0.6006688838234744,Garston and Halewood,0.160982265,0.51159618,0.130968622,0.04638472,0.115961801,NA,0.034106412,Lab
E14000709,0.6514025128850676,0.23931786333515426,0.04059093176258224,259,Gateshead,0.5604693175,NA,0.5604693175,NA,North East,NA,NA,422,Lab,Ian Mearns,Against,No,N,N,0.4120846495499133,Gateshead,0.225,0.4125,0.120833333,0.06875,0.146875,NA,0.026041667,Lab
E14000710,0.5191943036260207,0.4283696451375721,0.02035524940985256,260,Gedling,0.5619792121,NA,0.5619792121,NA,East Midlands,NA,NA,106,Lab,Vernon Coaker,Against,No,N,N,0.09082465848844862,Gedling,0.359303391,0.285976169,0.163153071,0.054078827,0.114573786,NA,0.022914757,Lab
E14000711,0.3614021445526725,0.5543709585004502,0.028075632315625768,261,Gillingham and Rainham,0.6403901929,0.6358208955,0.6358208955,http://www.bbc.co.uk/news/uk-politics-38762034,South East,-0.004569297397,NA,96,Con,Rehman Chishti,Against,Yes,N,N,-0.19296881394777765,Gillingham and Rainham,0.391124871,0.188854489,0.142414861,0.059855521,0.191950464,NA,0.025799794,Lab
E14000712,0.40110225444323205,0.5031902498566699,0.05023025281574226,270,Gloucester,0.5861326181,0.5890014719,0.5890014719,http://www.bbc.co.uk/news/uk-politics-38762034,South West,0.002868853765,NA,232,Con,Richard Graham,For,No,N,N,-0.10208799541343788,Gloucester,0.373616236,0.247232472,0.159594096,0.068265683,0.128228782,NA,0.023062731,Lab
E14000713,0.27153857036034035,0.6193690507467513,0.047048361997534406,272,Gosport,0.6197471542,NA,0.6197471542,NA,South East,NA,NA,147,Con,Caroline Dinenage,For,No,Y,N,-0.34783048038641096,Gosport,0.46347032,0.156392694,0.127853881,0.058219178,0.165525114,NA,0.028538813,Lab
E14000714,0.2649797678158076,0.6200413478698779,0.05513049317053346,274,Grantham and Stamford,0.6101248691,NA,0.6101248691,NA,East Midlands,NA,NA,46,Con,Nick Boles,For,No,N,N,-0.35506158005407024,Grantham and Stamford,0.453917051,0.149769585,0.152073733,0.046082949,0.169354839,NA,0.028801843,Lib Dem
E14000715,0.36512439537114516,0.5558911770108373,0.02469538951364369,275,Gravesham,0.6537720795,0.6537720795,0.6537720795,NA,South East,0,NA,296,Con,Adam Holloway,Against,Yes,N,N,-0.19076678163969218,Gravesham,0.422520661,0.223140496,0.121900826,0.05268595,0.15392562,NA,0.025826446,Lab
E14000716,0.49393316629599393,0.4217223614200051,0.026857351988964273,276,Great Grimsby,0.7019353249,0.7144662955,0.7144662955,http://www.bbc.co.uk/news/uk-politics-38762034,Yorkshire and The Humber,0.01253097065,NA,463,Lab,Melanie Onn,Against,No,N,N,0.07221080487598885,Great Grimsby,0.295993459,0.303352412,0.096484056,0.03843009,0.245298446,NA,0.020441537,Lab
E14000717,0.36080279073981786,0.5414080550899288,0.02235763149549223,277,Great Yarmouth,0.7150494733,0.7150494733,0.7150494733,NA,East of England,0,NA,365,Con,Brandon Lewis,For,No,Y,Y,-0.18060526435011098,Great Yarmouth,0.399380805,0.21878225,0.107327141,0.059855521,0.188854489,NA,0.025799794,Lab
E14000718,0.6442774827703084,0.2542273942680676,0.07127254924114036,278,Greenwich and Woolwich,0.3469088718,0.356656796,0.356656796,http://www.bbc.co.uk/news/uk-politics-38762034,London,0.009747924153,NA,476,Lab,Matthew Pennycook,Against,No,N,N,0.39005008850224077,Greenwich and Woolwich,0.24,0.414358974,0.188717949,0.073846154,0.057435897,NA,0.025641026,Lab
E14000719,0.1899691941847268,0.5457673530418491,0.23879010610891926,279,Guildford,0.4117792506,NA,0.4117792506,NA,South East,NA,NA,431,Con,Anne Milton,For,No,Y,N,-0.3557981588571223,Guildford,0.386270492,0.107581967,0.342213115,0.06454918,0.073770491999999993,NA,0.025614754,Lib Dem
E14000720,0.7507371487441827,0.12657643255533058,0.06779992184447049,280,Hackney North and Stoke Newington,0.2094955837,NA,0.2094955837,NA,London,NA,NA,1,Lab,Ms Diane Abbott,Against,No,N,N,0.6241607161888522,Hackney North and Stoke Newington,0.139534884,0.476060192,0.220246238,0.0875513,0.042407661,NA,0.034199726,Lab
E14000721,0.7944141344798931,0.10917006901036962,0.05723163637677494,281,Hackney South and Shoreditch,0.221796833,NA,0.221796833,NA,London,NA,NA,285,Lab,Meg Hillier,Against,No,N,N,0.6852440654695234,Hackney South and Shoreditch,0.136986301,0.552054795,0.171232877,0.067123288,0.038356164,NA,0.034246575,Lab
E14000722,0.400166745532797,0.5185335406385904,0.01935600171252169,282,Halesowen and Rowley Regis,0.6634472733,NA,0.6634472733,NA,West Midlands,NA,NA,445,Con,James Morris,For,No,N,N,-0.11836679510579334,Halesowen and Rowley Regis,0.427234927,0.246361746,0.094594595,0.04989605,0.155925156,NA,0.025987526,Lab
E14000723,0.5283577761206396,0.4169980942911592,0.022164222387936035,283,Halifax,0.6042243134,0.5882165334,0.5882165334,http://www.bbc.co.uk/news/uk-politics-38762034,Yorkshire and The Humber,-0.01600778,NA,382,Lab,Holly Lynch,Against,No,N,N,0.11135968182948042,Halifax,0.322550832,0.346580407,0.117375231,0.038817006,0.151571165,NA,0.02310536,Lab
E14000724,0.31006998444790046,0.609545101088647,0.04825038880248834,284,Haltemprice and Howden,0.5549736439,NA,0.5549736439,NA,Yorkshire and The Humber,NA,NA,140,Con,Mr David Davis,Against,Yes,N,N,-0.29947511664074655,Haltemprice and Howden,0.455377574,0.149885584,0.196796339,0.054919908,0.114416476,NA,0.028604119,Lib Dem
E14000725,0.7293307484147179,0.21628498727735368,0.018094430308170765,285,Halton,0.5782347297,NA,0.5782347297,NA,North West,NA,NA,607,Lab,Derek Twigg,Against,No,N,N,0.5130457611373642,Halton,0.198394495,0.457568807,0.105504587,0.043577982,0.166284404,NA,0.028669725,Lab
E14000726,0.638731531807395,0.2817882569088265,0.053624741636683765,286,Hammersmith,0.3103877818,NA,0.3103877818,NA,London,NA,NA,545,Lab,Andy Slaughter,Against,No,N,N,0.3569432748985685,Hammersmith,0.254562044,0.376824818,0.215328467,0.072992701,0.057481752,NA,0.022810219,Lab
E14000727,0.5900662591812625,0.3236598352937148,0.07019706542024072,290,Hampstead and Kilburn,0.234826777,NA,0.234826777,NA,London,NA,NA,540,Lab,Tulip Siddiq,Against,No,N,N,0.26640642388754776,Hampstead and Kilburn,0.233576642,0.284671533,0.337591241,0.071167883,0.050182482,NA,0.022810219,Lab
E14000728,0.30740650717038787,0.5231952498350637,0.1264974478280496,291,Harborough,0.5224663693,NA,0.5224663693,NA,East Midlands,NA,NA,458,Con,Neil O'Brien,For,No,N,N,-0.21578874266467585,Harborough,0.387860082,0.161522634,0.218106996,0.08436214,0.122427984,NA,0.025720165,Lib Dem
E14000729,0.3835124648798109,0.5402934486910761,0.02162957677384828,292,Harlow,0.6801852808,NA,0.6801852808,NA,East of England,NA,NA,253,Con,Robert Halfon,Against,Yes,N,N,-0.1567809838112652,Harlow,0.431687715,0.245694604,0.098737084,0.053960964,0.141216992,NA,0.028702641,Lab
E14000730,0.2008283397955587,0.5547585477617202,0.2345611561508636,293,Harrogate and Knaresborough,0.4721936622,NA,0.4721936622,NA,Yorkshire and The Humber,NA,NA,322,Con,Andrew Jones,For,No,Y,N,-0.3539302079661615,Harrogate and Knaresborough,0.405737705,0.111680328,0.308401639,0.054303279,0.094262295,NA,0.025614754,Lib Dem
E14000731,0.4596715507916216,0.4942275543317927,0.030937161962828204,294,Harrow East,0.5047555948,0.4747858454,0.4747858454,http://www.bbc.co.uk/news/uk-politics-38762034,London,-0.02996974943,NA,41,Con,Bob Blackman,Against,Yes,N,N,-0.03455600354017113,Harrow East,0.37704918,0.290983607,0.150614754,0.055327869,0.100409836,NA,0.025614754,Lab
E14000732,0.6084797934663886,0.3440770529242379,0.02516135438387449,295,Harrow West,0.4138764909,0.4505624317,0.4505624317,http://www.bbc.co.uk/news/uk-politics-38762034,London,0.03668594083,NA,590,Lab,Gareth Thomas,Against,No,N,N,0.2644027405421507,Harrow West,0.289881495,0.371011851,0.169553327,0.056517776,0.090246126,NA,0.022789426,Lab
E14000733,0.5251344567945501,0.3422732162065256,0.017831958886100157,296,Hartlepool,0.6956832972,0.6956832972,0.6956832972,NA,North East,0,NA,284,Lab,Mike Hill,Against,No,N,N,0.18286124058802444,Hartlepool,0.2526574,0.322976288,0.092395748,0.05478332,0.256745707,NA,0.020441537,Lab
E14000734,0.30435462740267105,0.5850687315461176,0.054496392327095675,297,Harwich and North Essex,0.6107462742,NA,0.6107462742,NA,East of England,NA,NA,314,Con,Sir Bernard Jenkin,Against,Yes,N,N,-0.28071410414344655,Harwich and North Essex,0.424829157,0.170842825,0.153758542,0.059225513,0.16287016000000001,NA,0.028473804,Lab
E14000735,0.46236716210787715,0.46868495051674397,0.03441916517547383,298,Hastings and Rye,0.5622823314,NA,0.5622823314,NA,South East,NA,NA,521,Con,Amber Rudd,For,No,Y,Y,-0.00631778840886682,Hastings and Rye,0.351648352,0.277472528,0.151098901,0.062271062,0.134615385,NA,0.022893773,Lab
E14000736,0.2530552316794058,0.5975730880511293,0.060478473031912595,299,Havant,0.6245058088,NA,0.6245058088,NA,South East,NA,NA,390,Con,Alan Mak,For,No,N,N,-0.3445178563717235,Havant,0.455069124,0.149769585,0.152073733,0.061059908,0.153225807,NA,0.028801843,Lib Dem
E14000737,0.6651604535375089,0.28620141416677125,0.012572695703108656,300,Hayes and Harlington,0.5940544594,NA,0.5940544594,NA,London,NA,NA,410,Lab,John McDonnell,Against,No,N,N,0.3789590393707376,Hayes and Harlington,0.274691358,0.380658436,0.133744856,0.055555556,0.12962963,NA,0.025720165,Lab
E14000738,0.20474938819903923,0.4542508837124989,0.3293075319496057,301,Hazel Grove,0.5142438573,0.5220859153,0.5220859153,http://www.bbc.co.uk/news/uk-politics-38762034,North West,0.007842058013,NA,646,Con,Mr William Wragg,Against,Yes,N,N,-0.24950149551345965,Hazel Grove,0.359232176,0.137111517,0.320840951,0.042047532,0.117915905,NA,0.02285192,Lib Dem
E14000739,0.36896063654795147,0.5496155464595845,0.061837726177269424,302,Hemel Hempstead,0.5516880434,NA,0.5516880434,NA,East of England,NA,NA,475,Con,Sir Mike Penning,Against,Yes,N,N,-0.18065490991163308,Hemel Hempstead,0.384773663,0.197530864,0.201646091,0.062757202,0.127572017,NA,0.025720165,Lib Dem
E14000740,0.5602472575309072,0.3388037611004701,0.01985025248128156,303,Hemsworth,0.6749755079,0.6812554559,0.6812554559,http://www.bbc.co.uk/news/uk-politics-38762034,Yorkshire and The Humber,0.006279948014,NA,602,Lab,Jon Trickett,Against,No,N,N,0.2214434964304371,Hemsworth,0.282343369,0.311635476,0.130187144,0.056143206,0.199349064,NA,0.020341741,Lab
E14000741,0.459752944556162,0.4802834434549459,0.038015895815378724,304,Hendon,0.4193508856,NA,0.4193508856,NA,London,NA,NA,461,Con,Dr Matthew Offord,Against,Yes,N,N,-0.02053049889878389,Hendon,0.343065693,0.236313869,0.268248175,0.046532847,0.083029197,NA,0.022810219,Lib Dem
E14000742,0.20061647314313735,0.5910611394245083,0.1486015516909228,305,Henley,0.4307181625,NA,0.4307181625,NA,South East,NA,NA,300,Con,John Howell,For,No,N,N,-0.390444666281371,Henley,0.445578231,0.105442177,0.265306122,0.075963719,0.079365079,NA,0.028344671,Lib Dem
E14000743,0.2375207986688852,0.5349021472149592,0.0704381586245147,306,Hereford and South Herefordshire,0.6015169694,NA,0.6015169694,NA,West Midlands,NA,NA,456,Con,Jesse Norman,For,No,Y,N,-0.297381348546074,Hereford and South Herefordshire,0.400208986,0.137931035,0.137931035,0.112852665,0.184952978,NA,0.026123302,Lib Dem
E14000744,0.2858547806374183,0.6031470862781704,0.08076076810241366,308,Hertford and Stortford,0.4921302402,NA,0.4921302402,NA,East of England,NA,NA,493,Con,Mr Mark Prisk,For,No,N,N,-0.31729230564075206,Hertford and Stortford,0.423863636,0.161363636,0.195454546,0.084090909,0.106818182,NA,0.028409091,Lib Dem
E14000745,0.2866246914052782,0.611027118060207,0.05347061412741852,311,Hertsmere,0.5083652561,0.5083652561,0.5083652561,NA,East of England,0,NA,159,Con,Oliver Dowden,For,No,Y,N,-0.32440242665492885,Hertsmere,0.447727273,0.164772727,0.189772727,0.0625,0.106818182,NA,0.028409091,Lib Dem
E14000746,0.3409484250605746,0.5407580477673936,0.07106697819314642,312,Hexham,0.4538836705,NA,0.4538836705,NA,North East,NA,NA,465,Con,Guy Opperman,For,No,Y,N,-0.19980962270681896,Hexham,0.438138479,0.192962543,0.19523269,0.059023837,0.086265607,NA,0.028376844,Lib Dem
E14000747,0.5329990975634212,0.3802466659981951,0.0217988569136669,313,Heywood and Middleton,0.6215149343,0.6242561164,0.6242561164,http://www.bbc.co.uk/news/uk-politics-38762034,North West,0.002741182056,NA,414,Lab,Liz McInnes,Against,No,N,N,0.1527524315652261,Heywood and Middleton,0.335483871,0.335483871,0.113364055,0.037788018,0.15483871,NA,0.023041475,Lab
E14000748,0.49677826676322584,0.45366089168662843,0.04956084155014577,314,High Peak,0.5054802765,0.5054802765,0.5054802765,NA,East Midlands,0,NA,214,Lab,Ruth George,Against,No,N,N,0.04311737507659741,High Peak,0.339090909,0.275454546,0.198181818,0.047272727,0.117272727,NA,0.022727273,Lab
E14000749,0.3259105523705833,0.5305785686337887,0.10608509262882126,315,Hitchin and Harpenden,0.3921062806,0.3979351954,0.3979351954,http://www.bbc.co.uk/news/uk-politics-38762034,East of England,0.00582891479,NA,4,Con,Bim Afolami,For,No,N,N,-0.2046680162632054,Hitchin and Harpenden,0.332725615,0.161349134,0.309024613,0.069279854,0.104831358,NA,0.022789426,Lib Dem
E14000750,0.7007644456497788,0.18363645609098767,0.06813905791819923,316,Holborn and St Pancras,0.2742120802,0.2665874363,0.2665874363,http://www.bbc.co.uk/news/uk-politics-38762034,London,-0.007624643916,NA,566,Lab,Keir Starmer,Against,No,N,N,0.5171279895587911,Holborn and St Pancras,0.182025028,0.439135381,0.217292378,0.081911263,0.051194539,NA,0.028441411,Lab
E14000751,0.2859666339548577,0.6021946650013382,0.024462485502721027,317,Hornchurch and Upminster,0.6945280661,0.6949469368,0.6949469368,http://www.bbc.co.uk/news/uk-politics-38762034,London,4.188707409e-4,NA,376,Con,Julia Lopez,Against,Yes,N,N,-0.3162280310464805,Hornchurch and Upminster,0.422957601,0.180972079,0.119958635,0.051706308,0.198552223,NA,0.025853154,Lab
E14000752,0.6539739617613536,0.14842759218531779,0.160531680927231,318,Hornsey and Wood Green,0.1848122852,0.2498291003,0.2498291003,http://www.bbc.co.uk/news/uk-politics-38762034,London,0.06501681512,-0.001721662223,625,Lab,Catherine West,Against,No,N,N,0.5055463695760358,Hornsey and Wood Green,0.164220184,0.375229358,0.316513762,0.064220183,0.056880734,NA,0.02293578,Lab
E14000753,0.2165292722667656,0.5953829028667301,0.12331617919886428,319,Horsham,0.4866966003,NA,0.4866966003,NA,South East,NA,NA,496,Con,Jeremy Quin,For,No,Y,N,-0.3788536305999645,Horsham,0.448747153,0.121867882,0.234624146,0.067198178,0.099088838,NA,0.028473804,Lib Dem
E14000754,0.5946239151398264,0.2971070395371263,0.0218900675024108,320,Houghton and Sunderland South,0.6471321531,0.6243418578,0.6243418578,http://www.bbc.co.uk/news/uk-politics-38762034,North East,-0.0227902953,NA,482,Lab,Bridget Phillipson,Against,No,N,N,0.29751687560270007,Houghton and Sunderland South,0.266233766,0.351576994,0.121521336,0.051948052,0.185528757,NA,0.023191095,Lab
E14000755,0.641398708243628,0.3157337315091326,0.022761997360927842,321,Hove,0.3392146965,NA,0.3392146965,NA,South East,NA,NA,345,Lab,Peter Kyle,Against,No,N,N,0.3256649767344954,Hove,0.267144319,0.392016377,0.174002047,0.07778915,0.06345957,NA,0.025588536,Lab
E14000756,0.6038691426746361,0.32999498106492675,0.026349409134461835,322,Huddersfield,0.5108125048,NA,0.5108125048,NA,Yorkshire and The Humber,NA,NA,535,Lab,Mr Barry Sheerman,Against,No,N,N,0.27387416160970934,Huddersfield,0.290491118,0.386624869,0.113897597,0.072100313,0.1107628,NA,0.026123302,Lab
E14000757,0.30877427997320833,0.5511553918285331,0.08523107836570663,326,Huntingdon,0.5327471457,NA,0.5327471457,NA,East of England,NA,NA,148,Con,Mr Jonathan Djanogly,For,No,N,N,-0.2423811118553248,Huntingdon,0.432494279,0.175057208,0.204805492,0.054919908,0.104118993,NA,0.028604119,Lib Dem
E14000758,0.533604707756294,0.4049599575240034,0.018229281890181852,327,Hyndburn,0.6575179215,NA,0.6575179215,NA,North West,NA,NA,325,Lab,Graham P Jones,Against,No,N,N,0.1286447502322906,Hyndburn,0.335180055,0.347183749,0.087719298,0.038781163,0.168051708,NA,0.023084026,Lab
E14000759,0.5777941482027162,0.3957235413006932,0.019531176215031826,328,Ilford North,0.5256689865,NA,0.5256689865,NA,London,NA,NA,576,Lab,Wes Streeting,Against,No,N,N,0.18207060690202304,Ilford North,0.33120438,0.36770073,0.134124088,0.035583942,0.108576642,NA,0.022810219,Lab
E14000760,0.7583467748929011,0.20946285793572333,0.013389527724300606,329,Ilford South,0.4387414549,NA,0.4387414549,NA,London,NA,NA,210,Lab,Mike Gapes,Against,No,N,N,0.5488839169571778,Ilford South,0.195088677,0.491132333,0.139154161,0.054570259,0.085948158,NA,0.034106412,Lab
E14000761,0.47370788274634806,0.4574574183076833,0.023212155582063868,332,Ipswich,0.5656765982,NA,0.5656765982,NA,East of England,NA,NA,396,Lab,Sandy Martin,Against,No,N,N,0.01625046443866479,Ipswich,0.344352617,0.280991736,0.12855831,0.075298439,0.147842057,NA,0.022956841,Lab
E14000762,0.22987687804616067,0.5127619866002497,0.03678889351360786,333,Isle of Wight,0.6194633409,0.6194633409,0.6194633409,NA,South East,0,NA,528,Con,Mr Bob Seely,For,No,N,N,-0.2828851085540891,Isle of Wight,0.341620626,0.138121547,0.172191529,0.137200737,0.187845304,NA,0.023020258,Green
E14000763,0.7297917273521701,0.1250910282551704,0.09004515001456452,334,Islington North,0.2350021222,0.2161112362,0.2161112362,http://www.bbc.co.uk/news/uk-politics-38762034,London,-0.018890885989999998,NA,113,Lab,Jeremy Corbyn,Against,No,N,N,0.6047006990969997,Islington North,0.161327231,0.429061785,0.235697941,0.112128147,0.033180778,NA,0.028604119,Lab
E14000764,0.6282753022955733,0.20655997003059376,0.12089741721992132,335,Islington South and Finsbury,0.2613699424,0.2828310011,0.2828310011,http://www.bbc.co.uk/news/uk-politics-38762034,London,0.02146105869,NA,593,Lab,Emily Thornberry,Against,No,N,N,0.4217153322649795,Islington South and Finsbury,0.209494324,0.386996904,0.264189887,0.06501548,0.048503612,NA,0.025799794,Lab
E14000765,0.6512795481486646,0.25002905422680893,0.027032052623015595,337,Jarrow,0.6161596892,NA,0.6161596892,NA,North East,NA,NA,281,Lab,Mr Stephen Hepburn,Against,No,N,N,0.4012504939218557,Jarrow,0.246632124,0.38238342,0.131606218,0.056994819,0.156476684,NA,0.025906736,Lab
E14000766,0.4651738407394516,0.46055226824457596,0.02370731330007348,338,Keighley,0.5348892626,0.5332509525,0.5332509525,http://www.bbc.co.uk/news/uk-politics-38762034,Yorkshire and The Humber,-0.001638310141,NA,248,Lab,John Grogan,Against,No,N,N,0.004621572494875659,Keighley,0.321543408,0.286173633,0.143086817,0.057877814,0.171221865,NA,0.020096463,Lab
E14000767,0.25586017419769685,0.6080746672901931,0.09588667407104304,339,Kenilworth and Southam,0.465989048,NA,0.465989048,NA,West Midlands,NA,NA,647,Con,Jeremy Wright,For,No,Y,Y,-0.35221449309249625,Kenilworth and Southam,0.433598184,0.12599319,0.245175936,0.071509648,0.095346198,NA,0.028376844,Lib Dem
E14000768,0.42229231843214315,0.421775215244202,0.1221397729917005,340,Kensington,0.3135044346,NA,0.3135044346,NA,London,NA,NA,145,Lab,Emma Dent Coad,Against,No,N,N,5.171031879411814e-4,Kensington,0.311146752,0.227746592,0.296712109,0.066559743,0.077786688,NA,0.020048115,Lib Dem
E14000769,0.36543599708525626,0.5792243543032953,0.03275038458424419,341,Kettering,0.6098836886,0.6098836886,0.6098836886,NA,East Midlands,0,NA,295,Con,Mr Philip Hollobone,Against,Yes,N,N,-0.21378835721803907,Kettering,0.42002064,0.19504644,0.157894737,0.062951496,0.138286894,NA,0.025799794,Lab
E14000770,0.14801055035543118,0.3809385956447618,0.44726430570298176,343,Kingston and Surbiton,0.4159414685,NA,0.4159414685,NA,London,NA,NA,132,LD,Sir Edward Davey,Against,No,N,N,-0.23292804528933062,Kingston and Surbiton,0.320696721,0.098360656,0.417008197,0.06147541,0.076844262,NA,0.025614754,Lib Dem
E14000771,0.5828647851956985,0.29911567225285224,0.034335935367651074,323,Kingston upon Hull East,0.7263315426,NA,0.7263315426,NA,Yorkshire and The Humber,NA,NA,606,Lab,Karl Turner,Against,No,N,N,0.28374911294284627,Kingston upon Hull East,0.24742268,0.370196814,0.092783505,0.044048735,0.222118088,NA,0.023430178,Lab
E14000772,0.6380313560691773,0.2522224018102473,0.050347502828511394,324,Kingston upon Hull North,0.599743353,NA,0.599743353,NA,Yorkshire and The Humber,NA,NA,318,Lab,Diana Johnson,Against,No,N,N,0.38580895425892997,Kingston upon Hull North,0.236897275,0.385744235,0.147798742,0.054507338,0.14884696,NA,0.026205451,Lab
E14000773,0.5306523940402141,0.29848112252278314,0.06393750904093737,325,Kingston upon Hull West and Hessle,0.6784460334,NA,0.6784460334,NA,Yorkshire and The Humber,NA,NA,261,Lab,Emma Hardy,Against,No,N,N,0.232171271517431,Kingston upon Hull West and Hessle,0.240986717,0.356736243,0.111954459,0.058823529,0.207779886,NA,0.023719165,Lab
E14000774,0.3950267741736936,0.5489013356311935,0.03588354773188896,344,Kingswood,0.56835363,NA,0.56835363,NA,South West,NA,NA,543,Con,Chris Skidmore,For,No,Y,N,-0.1538745614574999,Kingswood,0.395061728,0.223251029,0.175925926,0.057613169,0.122427984,NA,0.025720165,Lab
E14000775,0.853432582953337,0.09258691851558135,0.021429987563758267,346,Knowsley,0.5243938607,NA,0.5243938607,NA,North West,NA,NA,299,Lab,Mr George Howarth,Against,No,N,N,0.7608456644377557,Knowsley,0.119808307,0.584664537,0.094249201,0.046325879,0.11501597400000001,NA,0.039936102,Lab
E14000776,0.5510448150644719,0.4062058318293505,0.02544086629411381,350,Lancaster and Fleetwood,0.509139906,NA,0.509139906,NA,North West,NA,NA,548,Lab,Cat Smith,Against,No,N,N,0.1448389832351214,Lancaster and Fleetwood,0.330601093,0.316939891,0.12295082,0.091985428,0.114754098,NA,0.02276867,Lab
E14000777,0.7017179535586181,0.20462316195750216,0.02229773666435928,351,Leeds Central,0.4742583766,NA,0.4742583766,NA,Yorkshire and The Humber,NA,NA,32,Lab,Hilary Benn,Against,No,N,N,0.4970947916011159,Leeds Central,0.210586882,0.444188723,0.130034522,0.065592635,0.120828539,NA,0.0287687,Lab
E14000778,0.613595231775295,0.305880649598224,0.017832581260104726,352,Leeds East,0.6090851152,NA,0.6090851152,NA,Yorkshire and The Humber,NA,NA,73,Lab,Richard Burgon,Against,No,N,N,0.307714582177071,Leeds East,0.269791667,0.404166667,0.101041667,0.052083333,0.146875,NA,0.026041667,Lab
E14000779,0.6308798279212815,0.31028887337496935,0.03683088360157739,353,Leeds North East,0.373261813,NA,0.373261813,NA,Yorkshire and The Humber,NA,NA,255,Lab,Fabian Hamilton,Against,No,N,N,0.32059095454631215,Leeds North East,0.263494968,0.37694419,0.205855444,0.054894785,0.075937786,NA,0.022872827,Lab
E14000780,0.4410741676928727,0.19653466416056345,0.3498174433426232,354,Leeds North West,0.3539748898,NA,0.3539748898,NA,Yorkshire and The Humber,NA,NA,561,Lab,Alex Sobel,Against,No,N,N,0.24453950353230927,Leeds North West,0.191598361,0.240778689,0.388319672,0.080942623,0.072745902,NA,0.025614754,LibLab
E14000781,0.6396788936512823,0.2616211608136589,0.021430770323711195,355,Leeds West,0.5497702885,NA,0.5497702885,NA,Yorkshire and The Humber,NA,NA,507,Lab,Rachel Reeves,Against,No,N,N,0.3780577328376234,Leeds West,0.230769231,0.363299351,0.136237257,0.080630213,0.165894347,NA,0.023169601,Lab
E14000783,0.7355345725201418,0.2156897678009383,0.025476572243007305,357,Leicester South,0.4258202386,NA,0.4258202386,NA,East Midlands,NA,NA,16,Lab,Jonathan Ashworth,Against,No,N,N,0.5198448047192035,Leicester South,0.227086183,0.474692203,0.112175103,0.077975376,0.073871409,NA,0.034199726,Lab
E14000784,0.6084186393687353,0.31357965451055664,0.02111324376199616,358,Leicester West,0.516656347,NA,0.516656347,NA,East Midlands,NA,NA,336,Lab,Liz Kendall,Against,No,N,N,0.29483898485817867,Leicester West,0.230366492,0.407329843,0.112041885,0.065968586,0.158115183,NA,0.02617801,Lab
